"","trialnum","subject","numObjects","speed","direction","condition","leftOrRight","offsetXYring0","orderCorrect","trialDurTotal","numTargets","whichIsTarget0","ringToQuery","Direction0","respAdj0","rev0_0","rev0_1","rev0_2","rev0_3","rev0_4","rev0_5","rev0_6","rev0_7","rev0_8","timingBlips","exp","file","trial","outOfCentralArea","maxXdev","blinks","meanX","maxYdev","meanY","RECORDING_SESSION_LABEL","CURRENT_FIX_BLINK_AROUND","CURRENT_FIX_X","CURRENT_FIX_Y","TRIAL_INDEX","TRIAL_LABEL","basicShape","initialDirRing0","whichIsTarget1","Direction1","respAdj1","rev1_0","rev1_1","rev1_2","rev1_3","rev1_4","rev1_5","rev1_6","rev1_7","rev1_8","correct","chanceRate"
"70",69,"JQ",2,2.2,-1,0,1,"[0, 0]",0,4.72507548184,1,0,0,1,-1,1.742,2.5876,3.173,4.0233,4.9865,-999,-999,-999,-999,0,"offCenter","AH_02Apr2015_16-49.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"71",70,"JQ",2,2.1,1,2,0,"[-10, 0]",0,4.41789522598,1,1,0,-1,1,2.1516,3.1838,4.5648,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_02Apr2015_16-49.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"72",71,"JQ",2,2.2,1,0,0,"[0, 0]",3,5.0104250273,1,0,0,1,0,1.9633,2.8687,4.2874,5.5402,-999,-999,-999,-999,-999,0,"offCenter","AH_02Apr2015_16-49.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"73",72,"JQ",2,2.2,1,0,0,"[0, 0]",0,4.92646800348,1,0,0,1,1,2.2134,3.6404,4.9668,5.9218,-999,-999,-999,-999,-999,0,"offCenter","AH_02Apr2015_16-49.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"210",1,"JQ",2,1.9,1,1,1,"[5, 0]",3,4.97020129012,1,1,0,-1,0,1.7329,2.7041,3.4261,4.6325,6.0464,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"310",2,"JQ",2,1.9,-1,0,0,"[0, 0]",0,4.56332874275,1,1,0,1,-1,2.3582,2.9156,4.0176,5.0865,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"410",3,"JQ",2,1.8,1,0,1,"[0, 0]",3,4.38090004576,1,0,0,-1,0,2.2614,3.3852,3.9863,5.0925,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"510",4,"JQ",2,1.65,1,2,0,"[-10, 0]",0,4.41342440108,1,1,0,-1,1,2.4841,3.8684,4.6103,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"610",5,"JQ",2,2,-1,0,0,"[0, 0]",3,4.9766288332,1,0,0,1,0,1.816,3.1683,4.0037,5.4259,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"74",6,"JQ",2,2,-1,2,0,"[-10, 0]",0,5.08991631481,1,0,0,-1,1,1.5852,2.9981,4.0854,4.9277,6.3984,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"81",7,"JQ",2,1.65,-1,1,1,"[5, 0]",3,4.78065641887,1,1,0,-1,0,1.7519,2.6928,4.1469,4.9327,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"91",8,"JQ",2,1.65,1,0,0,"[0, 0]",0,5.04868784091,1,1,0,1,-1,1.8608,3.1311,3.7437,4.7477,5.262,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"101",9,"JQ",2,1.65,1,1,0,"[-5, 0]",3,4.92076732484,1,1,0,-1,0,2.2767,3.2589,4.4303,5.5892,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"111",10,"JQ",2,1.65,1,1,1,"[5, 0]",3,5.05825020385,1,1,0,-1,0,1.8102,2.3577,3.7438,4.2548,5.1597,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"121",11,"JQ",2,1.9,-1,1,0,"[-5, 0]",0,4.38932218632,1,1,0,1,-1,2.3187,2.9099,4.1164,4.6505,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"131",12,"JQ",2,1.9,1,1,0,"[-5, 0]",3,4.41159563112,1,1,0,1,0,2.341,3.3621,4.1026,5.124,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"141",13,"JQ",2,1.65,-1,0,0,"[0, 0]",3,4.92309008939,1,1,0,-1,0,2.3353,3.5414,5.0035,6.0158,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"151",14,"JQ",2,1.8,-1,0,0,"[0, 0]",3,4.76126795104,1,0,0,-1,0,1.939,2.8768,4.1739,5.166,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"161",15,"JQ",2,2,-1,1,0,"[-5, 0]",0,5.06061352204,1,0,0,-1,-1,1.5023,2.2024,3.3262,4.1289,4.9992,5.9651,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"171",16,"JQ",2,1.9,-1,0,1,"[0, 0]",3,4.89253801339,1,1,0,1,0,1.7065,2.5278,3.8323,4.8555,5.658,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"181",17,"JQ",2,1.65,1,2,1,"[10, 0]",3,4.60160757396,1,1,0,1,0,1.5371,2.5656,3.2925,4.6829,6.0727,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"191",18,"JQ",2,1.9,-1,2,1,"[10, 0]",3,4.57310957953,1,1,0,1,0,1.8619,2.4101,3.4957,4.7869,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"201",19,"JQ",2,2,1,0,1,"[0, 0]",3,4.94582399745,1,0,0,-1,0,1.968,3.4651,4.4171,5.6374,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"211",20,"JQ",2,1.9,1,0,0,"[0, 0]",3,4.64044561727,1,1,0,1,0,1.9847,2.6387,3.2364,4.3269,5.6956,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"221",21,"JQ",2,1.9,1,2,1,"[10, 0]",0,5.0468702451,1,1,0,-1,1,1.8781,2.5171,3.7724,4.6965,5.7271,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"231",22,"JQ",2,1.65,-1,1,0,"[-5, 0]",3,4.71244568812,1,1,0,-1,0,2.2054,2.9662,3.9294,5.3321,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"241",23,"JQ",2,2,-1,1,1,"[5, 0]",3,4.73954317273,1,0,0,-1,0,2.2863,2.8466,3.4749,3.9803,4.6099,5.6501,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"251",24,"JQ",2,1.9,1,2,0,"[-10, 0]",3,5.06206209445,1,1,0,1,0,1.8375,2.4677,3.1169,4.4622,5.802,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"261",25,"JQ",2,1.65,-1,0,1,"[0, 0]",3,4.99574558418,1,1,0,1,0,2.0905,3.3534,4.0959,4.8366,6.2637,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"271",26,"JQ",2,1.65,1,0,1,"[0, 0]",3,4.42725238099,1,1,0,1,0,1.5845,2.3535,3.1117,4.0876,5.3826,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"281",27,"JQ",2,1.65,-1,2,1,"[10, 0]",3,4.67639778475,1,1,0,-1,0,1.967,3.1983,4.2584,5.0676,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"291",28,"JQ",2,1.8,1,2,0,"[-10, 0]",3,4.81220010115,1,0,0,-1,0,1.7441,2.2542,3.1816,4.5954,6.0863,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"301",29,"JQ",2,1.8,1,0,0,"[0, 0]",3,4.5645565965,1,0,0,-1,0,2.3074,3.7478,4.9818,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"311",30,"JQ",2,1.8,-1,2,1,"[10, 0]",3,4.59466612232,1,0,0,-1,0,1.9438,2.5075,3.7892,5.226,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"321",31,"JQ",2,2,1,2,1,"[10, 0]",3,4.5598064227,1,0,0,1,0,2.4353,3.1716,4.1189,5.2498,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"331",32,"JQ",2,1.9,-1,2,0,"[-10, 0]",0,4.8166468619,1,1,0,-1,1,1.5553,2.6421,3.3105,3.9065,4.4602,5.4392,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"341",33,"JQ",2,1.65,-1,2,0,"[-10, 0]",3,5.01280194552,1,1,0,-1,0,2.0277,3.028,3.7324,4.97,5.5684,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"351",34,"JQ",2,1.8,1,1,1,"[5, 0]",3,4.67487836927,1,0,0,-1,0,2.2655,2.7951,4.0086,5.2142,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"361",35,"JQ",2,2,1,1,0,"[-5, 0]",0,4.52753683002,1,0,0,-1,1,2.162,2.7269,4.1804,5.3178,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"371",36,"JQ",2,1.8,1,2,1,"[10, 0]",3,5.06253254331,1,0,0,1,0,2.0223,2.5383,3.6925,4.9438,5.4473,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"381",37,"JQ",2,2,1,0,0,"[0, 0]",3,4.7302598418,1,0,0,1,0,1.9933,3.0646,4.0979,5.4251,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"391",38,"JQ",2,1.8,1,1,0,"[-5, 0]",3,4.60324101709,1,0,0,-1,0,1.9336,2.8988,3.8922,4.499,5.8853,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"401",39,"JQ",2,1.9,1,0,1,"[0, 0]",3,5.07937414984,1,1,0,-1,0,1.6128,2.6156,3.5874,5.0691,6.5168,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"411",40,"JQ",2,2,-1,0,1,"[0, 0]",3,4.40621633902,1,0,0,-1,0,2.0401,2.9653,4.1034,4.7414,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"421",41,"JQ",2,1.9,-1,1,1,"[5, 0]",3,4.93620563351,1,1,0,1,0,2.2266,3.7207,4.3533,5.021,6.1851,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"431",42,"JQ",2,2,1,1,1,"[5, 0]",3,4.64157590846,1,0,0,1,0,1.6026,2.4748,3.1932,4.4955,5.5423,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"441",43,"JQ",2,2,1,2,0,"[-10, 0]",0,4.80767389553,1,0,0,-1,1,1.5144,2.0507,3.0005,3.7991,4.5846,5.7529,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"451",44,"JQ",2,1.8,-1,0,1,"[0, 0]",3,4.87872557317,1,0,0,-1,0,1.6278,2.4561,3.1104,4.1827,4.8673,6.3493,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"461",45,"JQ",2,1.8,-1,2,0,"[-10, 0]",0,4.56564406879,1,0,0,-1,-1,2.4722,3.2492,4.4168,5.6612,-999,-999,-999,-999,-999,1,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"471",46,"JQ",2,1.8,-1,1,0,"[-5, 0]",3,5.01277484936,1,0,0,1,0,2.0628,3.0246,4.0248,5.2992,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"481",47,"JQ",2,2,-1,2,1,"[10, 0]",3,4.35005753501,1,0,0,1,0,2.2624,2.8849,3.9258,4.7681,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"491",48,"JQ",2,2,-1,2,1,"[10, 0]",3,4.5770746051,1,0,0,1,0,2.054,3.2519,4.5209,6.0027,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-20.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"212",1,"JQ",2,1.8,-1,0,0,"[0, 0]",3,4.44075814822,1,1,0,1,0,1.8035,3.2998,4.7656,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"312",2,"JQ",2,1.8,1,2,1,"[10, 0]",3,4.38072499962,1,1,0,-1,0,2.3417,3.1324,3.6602,5.1259,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"412",3,"JQ",2,1.65,1,1,0,"[-5, 0]",3,4.9311516658,1,0,0,1,0,2.1134,2.7991,3.6297,4.6916,6.165,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"511",4,"JQ",2,1.65,1,0,1,"[0, 0]",3,4.73667422743,1,0,0,1,0,2.0464,2.8044,3.619,4.377,4.9799,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"611",5,"JQ",2,1.9,-1,1,1,"[5, 0]",3,4.92840946845,1,1,0,1,0,2.0223,3.1953,4.2049,5.4693,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"75",6,"JQ",2,1.8,1,0,1,"[0, 0]",3,4.43896498535,1,1,0,-1,0,1.7639,2.8803,3.6077,4.669,-999,-999,-999,-999,-999,3,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"82",7,"JQ",2,1.8,1,1,1,"[5, 0]",3,4.6353790275,1,1,0,-1,0,2.3088,3.6172,4.8824,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"92",8,"JQ",2,1.9,-1,0,0,"[0, 0]",3,5.03603690053,1,1,0,1,0,2.2105,3.1999,3.8382,4.8113,5.7441,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"102",9,"JQ",2,1.8,-1,1,0,"[-5, 0]",0,4.44956965874,1,1,0,1,1,1.7218,2.7455,3.5589,4.1677,4.9834,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"112",10,"JQ",2,2,-1,0,1,"[0, 0]",3,4.91264592749,1,0,0,-1,0,2.4281,3.3011,3.9223,5.3201,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"122",11,"JQ",2,1.9,1,1,1,"[5, 0]",3,4.43788012865,1,1,0,1,0,2.3883,3.2515,4.1164,5.2147,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"132",12,"JQ",2,1.8,1,1,0,"[-5, 0]",3,4.98466117699,1,1,0,1,0,2.1256,3.4574,4.4608,5.9211,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"142",13,"JQ",2,2,-1,2,0,"[-10, 0]",3,4.37010240636,1,0,0,1,0,2.1749,3.1308,3.6385,4.9285,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"152",14,"JQ",2,1.65,-1,2,1,"[10, 0]",3,4.30131544115,1,0,0,1,0,2.0154,3.0317,4.4655,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"162",15,"JQ",2,2,1,1,0,"[-5, 0]",0,4.97622482578,1,0,0,1,1,1.5458,2.1151,3.0784,3.8515,5.2649,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"172",16,"JQ",2,2,1,0,1,"[0, 0]",3,4.40963311452,1,0,0,1,0,1.8491,2.3536,3.0718,4.0344,4.8871,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
"182",17,"JQ",2,1.9,1,1,0,"[-5, 0]",3,4.70345937106,1,1,0,-1,0,1.6545,3.0229,3.7825,5.1447,-999,-999,-999,-999,-999,0,"offCenter","AH_24Mar2015_17-27.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
