"","trialnum","subject","numObjects","speed","direction","condition","leftOrRight","offsetXYring0","orderCorrect","trialDurTotal","numTargets","whichIsTarget0","ringToQuery","Direction0","respAdj0","rev0_0","rev0_1","rev0_2","rev0_3","rev0_4","rev0_5","rev0_6","rev0_7","rev0_8","timingBlips","exp","file","Position","Exclusion","correct","chanceRate"
"288",71,"JQ",2,1.9,1,0,1,"[0, 0]",3,4.74433444354,1,1,0,1,0,2.2343,3.7135,4.8635,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"289",72,"JQ",2,2.1,-1,1,1,"[5, 0]",3,4.84798528731,1,1,0,1,0,2.4232,2.98,3.7533,4.831,6.189,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"290",73,"JQ",2,2,-1,2,0,"[-10, 0]",0,4.58183706849,1,0,0,1,1,2.32,2.9978,3.5,4.976,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,0,0.5
"291",74,"JQ",2,2.1,1,1,0,"[-5, 0]",0,4.34706678059,1,1,0,-1,1,1.9648,2.6496,3.1634,3.7636,4.632,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,0,0.5
"292",75,"JQ",2,2.1,1,1,1,"[5, 0]",3,5.0605330613,1,1,0,-1,0,1.9255,3.0687,4.5046,5.207,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"293",76,"JQ",2,2,-1,2,1,"[10, 0]",3,4.88719907363,1,0,0,-1,0,1.7879,2.3035,3.7571,5.0511,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"294",77,"JQ",2,1.9,1,0,0,"[0, 0]",3,4.37703279616,1,1,0,1,0,1.6325,2.9894,3.4994,4.6116,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"295",78,"JQ",2,1.8,-1,1,1,"[5, 0]",3,4.35301517363,1,0,0,-1,0,1.7874,2.6834,3.3792,3.923,5.113,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"296",79,"JQ",2,1.9,-1,2,0,"[-10, 0]",0,4.83513667701,1,1,0,-1,-1,1.974,3.23,3.8715,4.5498,5.82,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,0,0.5
"297",80,"JQ",2,2.1,1,2,1,"[10, 0]",3,4.69974894709,1,1,0,1,0,1.8508,3.3392,3.9222,5.2423,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"298",81,"JQ",2,1.9,-1,1,0,"[-5, 0]",3,4.60058717768,1,1,0,-1,0,1.9498,3.2644,4.6333,5.3149,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"299",82,"JQ",2,2,-1,1,0,"[-5, 0]",3,4.53717173468,1,0,0,-1,0,1.8108,2.9019,3.6359,4.2155,5.2642,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"300",83,"JQ",2,1.9,-1,0,0,"[0, 0]",3,4.71455357326,1,1,0,1,0,2.4926,3.309,4.0461,4.8472,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"301",84,"JQ",2,2,-1,0,0,"[0, 0]",3,5.09165030185,1,0,0,-1,0,2.3989,2.9526,4.0561,5.4028,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"302",85,"JQ",2,1.8,1,2,0,"[-10, 0]",3,4.76950586664,1,0,0,-1,0,1.6304,2.6369,3.8488,5.2322,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"303",86,"JQ",2,2.1,-1,2,1,"[10, 0]",0,4.65847927092,1,1,0,-1,1,1.9114,3.212,4.321,5.5787,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,0,0.5
"304",87,"JQ",2,1.8,-1,0,0,"[0, 0]",3,4.98877962009,1,0,0,-1,0,1.7827,2.9984,3.7073,4.297,5.0587,5.9119,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"305",88,"JQ",2,1.9,1,1,1,"[5, 0]",3,5.08300157004,1,1,0,1,0,2.1199,3.2698,4.7292,5.4234,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"306",89,"JQ",2,2,1,1,1,"[5, 0]",3,5.06113762139,1,0,0,1,0,2.4943,3.8314,5.3056,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"307",90,"JQ",2,1.9,1,1,0,"[-5, 0]",0,4.51796792705,1,1,0,-1,1,1.8561,3.2723,4.5872,5.2342,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,0,0.5
"308",91,"JQ",2,2,1,1,0,"[-5, 0]",0,4.47712513545,1,0,0,1,-1,2.311,3.1297,3.958,4.485,5.0592,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,0,0.5
"309",92,"JQ",2,1.8,-1,0,1,"[0, 0]",3,4.42934425392,1,0,0,-1,0,2.4542,3.2134,4.2574,5.257,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"310",93,"JQ",2,2,1,0,1,"[0, 0]",3,4.61164346349,1,0,0,1,0,1.9339,3.1519,3.6571,4.9048,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"311",94,"JQ",2,2.1,-1,1,0,"[-5, 0]",0,4.38454019287,1,1,0,-1,-1,1.6006,3.0305,4.3979,5.0873,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,0,0.5
"312",95,"JQ",2,2,-1,1,1,"[5, 0]",3,4.93660754845,1,0,0,1,0,2.2989,3.442,4.255,4.8099,5.5117,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-11.txt",-999,-999,1,0.5
"313",0,"JQ",2,1.9,1,0,1,"[0, 0]",3,5.01320385405,1,0,0,1,0,1.8382,2.9235,3.7913,4.9454,5.6754,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"314",1,"JQ",2,2.1,1,1,0,"[-5, 0]",3,5.056142114,1,1,0,1,0,1.6777,2.2843,3.5319,4.7268,5.6001,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"315",2,"JQ",2,2.1,1,2,1,"[10, 0]",0,4.66355809289,1,1,0,1,1,2.4662,3.0718,4.3112,4.8993,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"316",3,"JQ",2,2,-1,2,1,"[10, 0]",0,4.48761710633,1,1,0,1,1,1.831,2.8629,3.5157,4.3806,5.2634,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"317",4,"JQ",2,2.1,-1,0,0,"[0, 0]",3,5.06645584637,1,1,0,-1,0,1.6621,2.3577,3.4077,4.2749,5.1485,5.6724,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"318",5,"JQ",2,1.8,1,0,0,"[0, 0]",3,5.09785748186,1,1,0,-1,0,1.5341,2.2841,3.0099,3.9274,5.1356,6.1902,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"319",6,"JQ",2,2,1,2,1,"[10, 0]",3,4.66653877157,1,1,0,-1,0,1.641,2.4273,3.0382,3.5479,4.7846,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"320",7,"JQ",2,2.1,-1,0,1,"[0, 0]",3,4.3020963728,1,1,0,-1,0,2.2648,2.9009,3.6267,4.3916,5.4282,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"321",8,"JQ",2,1.8,1,1,1,"[5, 0]",3,4.60692770858,1,1,0,-1,0,1.7096,2.7072,3.753,4.3299,5.0449,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"322",9,"JQ",2,2,1,0,0,"[0, 0]",3,4.75699726741,1,1,0,1,0,2.0849,2.6991,3.8222,4.8755,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"323",10,"JQ",2,1.9,-1,1,0,"[-5, 0]",3,4.99511933808,1,0,0,-1,0,1.8356,2.5977,3.2587,4.5694,5.5523,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"324",11,"JQ",2,1.8,-1,2,0,"[-10, 0]",3,4.93361959067,1,1,0,-1,0,2.4655,3.6273,5.0762,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"325",12,"JQ",2,2,1,1,0,"[-5, 0]",0,4.63271863938,1,1,0,1,-1,1.6543,2.2623,3.2622,4.2065,5.4156,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"326",13,"JQ",2,2.1,-1,2,0,"[-10, 0]",3,4.39003018088,1,1,0,-1,0,1.7717,2.2789,3.7237,4.4021,5.3586,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"327",14,"JQ",2,2.1,-1,2,1,"[10, 0]",3,4.644159158,1,1,0,1,0,1.5662,2.5971,3.9221,4.8553,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"328",15,"JQ",2,1.9,1,2,1,"[10, 0]",3,4.9089720638,1,0,0,1,0,2.3684,3.8172,4.68,5.4804,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"329",16,"JQ",2,1.9,1,1,0,"[-5, 0]",3,4.95931762316,1,0,0,1,0,2.1335,2.936,4.0513,4.71,5.3152,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"330",17,"JQ",2,2.1,1,0,1,"[0, 0]",3,4.6495879493,1,1,0,-1,0,2.3954,3.0938,4.1938,5.3597,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"331",18,"JQ",2,1.8,1,1,0,"[-5, 0]",3,4.92270769344,1,1,0,1,0,2.237,3.0187,3.9807,4.8726,6.1471,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"332",19,"JQ",2,2.1,-1,1,0,"[-5, 0]",0,4.89960631693,1,1,0,-1,1,2.2372,3.2256,4.4322,5.3691,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"333",20,"JQ",2,1.9,1,1,1,"[5, 0]",3,4.6132051097,1,0,0,1,0,2.4584,3.7,4.5833,5.6504,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"334",21,"JQ",2,2,-1,0,0,"[0, 0]",3,4.56803692054,1,1,0,1,0,2.3229,3.2723,4.3632,5.0546,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"335",22,"JQ",2,2.1,1,0,0,"[0, 0]",3,4.67181402178,1,1,0,-1,0,1.5952,3.0723,4.5421,5.8911,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"336",23,"JQ",2,1.8,-1,1,0,"[-5, 0]",3,4.35618589648,1,1,0,1,0,2.4773,3.4752,4.0662,5.2277,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"337",24,"JQ",2,2.1,-1,1,1,"[5, 0]",3,4.68629474151,1,1,0,1,0,2.1292,3.3589,4.027,5.4168,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"338",25,"JQ",2,2,-1,1,1,"[5, 0]",3,4.32087614772,1,1,0,-1,0,1.8866,3.0866,4.4619,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"339",26,"JQ",2,1.8,1,2,0,"[-10, 0]",3,5.01846166306,1,1,0,1,0,1.731,2.5894,3.5716,4.2794,5.7543,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"340",27,"JQ",2,1.9,-1,0,0,"[0, 0]",3,5.03145889111,1,0,0,1,0,2.2432,3.2964,4.2778,4.8685,5.5597,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"341",28,"JQ",2,1.8,-1,2,1,"[10, 0]",3,4.44373117865,1,1,0,1,0,1.6275,2.8001,4.2742,4.9762,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"342",29,"JQ",2,2,1,0,1,"[0, 0]",3,4.7264283629,1,1,0,-1,0,2.4219,3.8203,4.5815,5.6393,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"343",30,"JQ",2,1.8,-1,0,0,"[0, 0]",3,4.85251597719,1,1,0,-1,0,1.6523,2.5904,3.8243,4.7753,5.8288,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"344",31,"JQ",2,2,-1,0,1,"[0, 0]",0,4.76545446632,1,1,0,1,-1,1.699,2.7765,4.2381,5.1861,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"345",32,"JQ",2,2,-1,2,0,"[-10, 0]",0,4.64973958352,1,1,0,1,-1,1.8499,2.7297,3.9702,4.6875,5.7398,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"346",33,"JQ",2,1.8,1,0,1,"[0, 0]",3,4.43366622291,1,1,0,-1,0,2.326,3.5371,5.0276,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"347",34,"JQ",2,2.1,1,1,1,"[5, 0]",3,4.91079696009,1,1,0,1,0,2.0668,2.6987,3.2501,3.8474,4.4165,5.1253,-999,-999,-999,1,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"348",35,"JQ",2,2,1,2,0,"[-10, 0]",3,4.59606152547,1,1,0,1,0,2.1146,2.842,3.9972,5.0774,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"349",36,"JQ",2,1.9,-1,1,1,"[5, 0]",3,4.37440049625,1,0,0,-1,0,1.823,3.2717,4.127,5.5698,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"350",37,"JQ",2,1.9,-1,2,0,"[-10, 0]",0,4.70647526916,1,0,0,1,-1,2.4045,3.6965,4.8346,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"351",38,"JQ",2,1.8,-1,0,1,"[0, 0]",3,4.35426261139,1,1,0,1,0,2.3263,3.5145,4.6122,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"352",39,"JQ",2,1.8,1,2,1,"[10, 0]",3,4.92192436463,1,1,0,-1,0,2.4936,3.7507,4.4266,5.451,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"353",40,"JQ",2,1.9,1,0,0,"[0, 0]",3,4.30989459688,1,0,0,-1,0,2.2509,3.6299,4.7351,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"354",41,"JQ",2,2,1,1,1,"[5, 0]",3,4.66126808621,1,1,0,1,0,2.2227,3.2101,4.2051,4.8219,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"355",42,"JQ",2,2,-1,1,0,"[-5, 0]",0,5.00345957944,1,1,0,1,1,1.7558,2.9276,3.4861,4.6138,6.08,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"356",43,"JQ",2,2.1,1,2,0,"[-10, 0]",3,4.99409719958,1,1,0,1,0,1.8767,2.5143,3.0801,4.5086,5.4768,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"357",44,"JQ",2,1.8,-1,1,1,"[5, 0]",3,4.65545657303,1,1,0,-1,0,1.9312,3.0685,3.6758,4.1835,5.061,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"358",45,"JQ",2,1.9,1,2,0,"[-10, 0]",0,4.67589103667,1,0,0,-1,1,1.8729,2.7829,4.2398,5.0083,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"359",46,"JQ",2,1.9,-1,0,1,"[0, 0]",3,4.48122864811,1,0,0,1,0,1.6533,2.9779,3.9739,4.6863,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"360",47,"JQ",2,1.9,-1,2,1,"[10, 0]",3,4.53786767164,1,0,0,-1,0,1.8989,3.1274,3.8983,5.3874,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"361",48,"JQ",2,1.9,-1,1,0,"[-5, 0]",3,4.56848103996,1,0,0,-1,0,2.2898,3.4414,4.4508,5.929,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"362",49,"JQ",2,1.9,1,1,1,"[5, 0]",3,4.46668604741,1,0,0,1,0,2.3799,3.5257,4.4781,5.2821,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"363",50,"JQ",2,2.1,1,2,1,"[10, 0]",3,4.80530224759,1,1,0,1,0,1.7965,3.0768,3.7962,5.1555,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"364",51,"JQ",2,1.9,-1,2,1,"[10, 0]",3,4.78134611219,1,0,0,1,0,2.2044,2.8914,3.8781,4.9155,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"365",52,"JQ",2,2,-1,1,0,"[-5, 0]",0,4.89902195333,1,1,0,-1,1,1.7012,2.9824,4.3735,5.0844,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"366",53,"JQ",2,1.9,-1,0,1,"[0, 0]",3,4.93569715761,1,0,0,1,0,2.4287,3.182,4.0426,4.975,6.2253,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"367",54,"JQ",2,2.1,-1,0,1,"[0, 0]",3,4.43843894943,1,1,0,1,0,1.6844,2.7723,3.6199,4.9182,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"368",55,"JQ",2,1.9,-1,0,0,"[0, 0]",3,4.77466183161,1,0,0,-1,0,2.4226,3.5012,4.8963,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"369",56,"JQ",2,1.9,-1,2,0,"[-10, 0]",0,4.67325728398,1,0,0,-1,-1,1.6386,2.8814,3.4929,4.9865,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"370",57,"JQ",2,2.1,-1,0,0,"[0, 0]",0,4.84327087136,1,1,0,1,1,2.4939,3.3116,4.2317,4.8211,6.1314,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"371",58,"JQ",2,1.8,-1,1,1,"[5, 0]",3,4.89026589239,1,1,0,-1,0,1.9469,3.3346,3.8599,4.8564,5.641,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"372",59,"JQ",2,2,1,0,0,"[0, 0]",3,4.90603676135,1,1,0,1,0,1.5451,2.356,3.0769,4.3935,5.6534,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"373",60,"JQ",2,2,-1,0,1,"[0, 0]",3,4.90524460028,1,1,0,-1,0,2.4465,3.2785,4.2089,4.8976,6.1812,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"374",61,"JQ",2,2.1,1,0,0,"[0, 0]",3,4.42664787815,1,1,0,-1,0,2.0073,2.5325,3.7919,4.4254,5.2233,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"375",62,"JQ",2,1.8,1,1,1,"[5, 0]",3,5.00085825895,1,1,0,-1,0,1.8946,2.4226,3.2498,4.3541,5.3903,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"376",63,"JQ",2,1.8,-1,0,0,"[0, 0]",3,4.84467748045,1,1,0,-1,0,1.9639,2.6228,3.6799,5.1197,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"377",64,"JQ",2,1.8,1,0,0,"[0, 0]",3,4.31488316922,1,1,0,-1,0,2.1828,2.9758,4.3788,5.2525,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"378",65,"JQ",2,2.1,1,1,0,"[-5, 0]",3,4.75446811932,1,1,0,-1,0,1.5971,2.5523,3.8194,4.7533,5.7783,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"379",66,"JQ",2,1.8,-1,2,0,"[-10, 0]",0,4.90658134746,1,1,0,-1,1,2.1754,3.3487,4.4663,5.4638,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"380",67,"JQ",2,2,-1,1,1,"[5, 0]",3,4.36767245568,1,1,0,-1,0,1.9716,3.466,4.7427,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"381",68,"JQ",2,1.9,1,2,0,"[-10, 0]",0,4.39034867439,1,0,0,-1,-1,1.7393,2.3346,2.9518,3.4857,4.4956,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"382",69,"JQ",2,1.9,1,0,1,"[0, 0]",3,4.58345465661,1,0,0,1,0,2.339,2.8715,3.8822,5.3303,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"383",70,"JQ",2,1.8,1,2,1,"[10, 0]",3,4.46083244198,1,1,0,1,0,1.8133,2.4868,3.2127,3.7819,4.4661,5.0829,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"384",71,"JQ",2,2.1,1,2,0,"[-10, 0]",3,4.33904025261,1,1,0,1,0,2.2151,3.0446,4.0331,5.3768,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"385",72,"JQ",2,2.1,1,0,1,"[0, 0]",3,4.63146113765,1,1,0,-1,0,1.9892,2.7682,3.3715,4.6731,6.0366,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"386",73,"JQ",2,1.9,1,2,1,"[10, 0]",0,4.76314358136,1,0,0,1,-1,1.5861,2.1277,3.4496,4.0088,4.5686,5.1185,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,0,0.5
"387",74,"JQ",2,2,-1,0,0,"[0, 0]",3,4.94482532508,1,1,0,-1,0,2.4822,3.6048,4.1591,4.821,5.7189,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"388",75,"JQ",2,2.1,-1,2,0,"[-10, 0]",3,4.73601881078,1,1,0,-1,0,1.6664,3.1458,4.0149,5.2561,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"389",76,"JQ",2,2,1,1,1,"[5, 0]",3,5.02457452601,1,1,0,-1,0,1.5573,2.6197,3.6675,4.377,5.8742,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"390",77,"JQ",2,2.1,1,1,1,"[5, 0]",3,4.54588130795,1,1,0,-1,0,1.5212,2.7608,3.8776,4.7512,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"391",78,"JQ",2,2,1,2,0,"[-10, 0]",3,4.6433961845,1,1,0,1,0,2.3754,3.7426,4.9227,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"392",79,"JQ",2,1.9,1,0,0,"[0, 0]",3,4.45948042235,1,0,0,-1,0,2.2506,3.5552,4.1245,4.6756,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"393",80,"JQ",2,2,1,2,1,"[10, 0]",3,5.01975583546,1,1,0,-1,0,2.4518,3.1125,4.2091,5.3159,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"394",81,"JQ",2,2.1,-1,1,1,"[5, 0]",3,5.06552038313,1,1,0,1,0,1.509,2.3407,2.927,4.2097,4.8929,5.7119,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"395",82,"JQ",2,1.8,1,0,1,"[0, 0]",3,5.0002570541,1,1,0,1,0,1.7673,2.491,3.6792,4.2333,5.0908,6.0537,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"396",83,"JQ",2,1.9,1,1,0,"[-5, 0]",3,4.43550633164,1,0,0,-1,0,2.2663,3.7412,5.2395,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"397",84,"JQ",2,1.8,-1,2,1,"[10, 0]",3,4.3578574124,1,1,0,1,0,1.6334,2.3076,3.3428,4.6292,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"398",85,"JQ",2,2.1,-1,1,0,"[-5, 0]",3,4.36496810244,1,1,0,1,0,2.1793,2.9454,4.0309,4.6282,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"399",86,"JQ",2,1.9,-1,1,1,"[5, 0]",3,4.44538697995,1,0,0,1,0,2.2568,2.9409,3.5496,4.4634,5.5527,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
"400",87,"JQ",2,1.8,-1,0,1,"[0, 0]",3,4.3740253493,1,1,0,-1,0,1.9077,3.2242,4.5182,-999,-999,-999,-999,-999,-999,0,"offCenter","AH_25Mar2015_15-26.txt",-999,-999,1,0.5
